atletas.nome;atletas.atleta_id;atletas.rodada_id;atletas.posicao_id;atletas.status_id;pontos.rodada.ant;atletas.preco_num;atletas.media_num;atletas.clube.id.full.name;FC;FD;FF;FS;G;I;RB;CA;PE;A;SG;DD;FT;GS;CV;GC;PP;DP;jogou.partida.ant;vitoria.ou.derrota.ant;confronto.ant;resultado.partida;confronto.atual;pontuacao_rodada_anterior_ADV;sede.rodada.atual;classificacao
Bruno Fabiano Alves;73620;28;zag;Dúvida;-0.5;10.39;4.05;São Paulo;6;1;1;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;sim;empate ;Botafogo ;2 x 2;Palmeiras ;46.25;casa;ruim
Diego Vicente Aguirre Camblor;73766;28;tec;Provável;2.45;12.15;4.61;São Paulo;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;sim;empate ;Botafogo ;2 x 2;Palmeiras ;46.25;casa;ruim
Rodrigo Caio Roquette Russo;73800;28;zag;Dúvida;0.0;9.96;3.18;São Paulo;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;nao;empate ;Botafogo ;2 x 2;Palmeiras ;46.25;casa;ruim
Bruno da Silva Peres;73962;28;lat;Provável;-0.2;9.49;4.23;São Paulo;2;0;0;1;0;0;1;0;4;0;0;0;0;0;0;0;0;0;sim;empate ;Botafogo ;2 x 2;Palmeiras ;46.25;casa;ruim
Reinaldo Manoel da Silva;78850;28;lat;Provável;1.3;11.5;5.53;São Paulo;1;1;0;0;0;0;1;0;3;0;0;0;0;0;0;0;0;0;sim;empate ;Botafogo ;2 x 2;Palmeiras ;46.25;casa;ruim
Everton Felipe de Oliveira Silva;86519;28;mei;Dúvida;0.0;4.65;1.9;São Paulo;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;nao;empate ;Botafogo ;2 x 2;Palmeiras ;46.25;casa;ruim
Santiago Tréllez Vivero;87679;28;ata;Dúvida;0.0;5.06;1.8;São Paulo;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;nao;empate ;Botafogo ;2 x 2;Palmeiras ;46.25;casa;ruim
Igor Matheus Liziero Pereira;100761;28;lat;Dúvida;-2.5;5.7;3.51;São Paulo;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;sim;empate ;Botafogo ;2 x 2;Palmeiras ;46.25;casa;ruim
Leandro Castan da Silva;38505;28;zag;Provável;-5.8;5.0;-0.34;Vasco;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;sim;empate ;Paraná ;1 x 1;Botafogo ;58.47;fora;ruim
Fabricio dos Santos Silva;49674;28;lat;Provável;0.0;3.17;0.7;Vasco;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;nao;empate ;Paraná ;1 x 1;Botafogo ;58.47;fora;ruim
Maximiliano Gastón López;68800;28;ata;Provável;7.9;9.24;4.23;Vasco;4;1;2;1;1;1;0;0;3;0;0;0;0;0;0;0;0;0;sim;empate ;Paraná ;1 x 1;Botafogo ;58.47;fora;bom
Ramon de Morais Motta;68896;28;lat;Provável;0.7;7.06;2.4;Vasco;1;0;1;2;0;0;0;0;2;0;0;0;0;0;0;0;0;0;sim;empate ;Paraná ;1 x 1;Botafogo ;58.47;fora;ruim
Giovanni Augusto Oliveira Cardoso;68938;28;mei;Provável;4.3;5.91;1.83;Vasco;0;2;2;1;0;1;1;0;4;0;0;0;0;0;0;0;0;0;sim;empate ;Paraná ;1 x 1;Botafogo ;58.47;fora;ruim
Fernando Miguel Kaufmann;71571;28;gol;Provável;0.0;6.8;1.96;Vasco;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;nao;empate ;Paraná ;1 x 1;Botafogo ;58.47;fora;bom
Glaybson Yago Souza Lisboa;80196;28;lat;Provável;4.0;17.64;7.22;Vasco;0;0;2;3;0;0;1;0;2;0;0;0;0;0;0;0;0;0;sim;empate ;Paraná ;1 x 1;Botafogo ;58.47;fora;ruim
Luiz Gustavo Tavares Conde;80573;28;zag;Provável;3.9;3.9;2.1;Vasco;0;0;0;0;0;0;3;0;2;0;0;0;0;0;0;0;0;0;sim;empate ;Paraná ;1 x 1;Botafogo ;58.47;fora;ruim
Andrés Lorenzo Ríos;81684;28;ata;Provável;0.5;7.53;2.98;Vasco;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;sim;empate ;Paraná ;1 x 1;Botafogo ;58.47;fora;bom
Alberto Valentim do Carmo Neto;84863;28;tec;Provável;1.96;9.13;3.49;Vasco;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;sim;empate ;Paraná ;1 x 1;Botafogo ;58.47;fora;ruim
Raul Lô Gonçalves;92496;28;mei;Provável;0.0;2.63;3.43;Vasco;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;nao;empate ;Paraná ;1 x 1;Botafogo ;58.47;fora;ruim
Andrey Ramos do Nascimento;93787;28;mei;Provável;0.0;8.11;6.89;Vasco;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;nao;empate ;Paraná ;1 x 1;Botafogo ;58.47;fora;ruim
Paulo César Carpegiani;39355;28;tec;Provável;-0.96;8.19;2.85;Vitória;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;sim;derrota ;Internacional;1 x 2;Santos ;63.16;fora;ruim
Fabiano da Silva Souza;79244;28;lat;Provável;-2.4;5.57;3.32;Vitória;1;0;0;2;0;0;0;1;3;0;0;0;0;0;0;0;0;0;sim;derrota ;Internacional;1 x 2;Santos ;63.16;fora;ruim
Jeferson de Araújo de Carvalho;84917;28;lat;Provável;-0.3;5.52;2.64;Vitória;1;0;0;2;0;0;2;1;6;0;0;0;0;0;0;0;0;0;sim;derrota ;Internacional;1 x 2;Santos ;63.16;fora;ruim
Ramon Menezes Roma;88087;28;zag;Provável;2.8;3.67;2.58;Vitória;0;1;0;2;0;0;1;0;3;0;0;0;0;0;0;0;0;0;sim;derrota ;Internacional;1 x 2;Santos ;63.16;fora;ruim
José Rodrigo Andrade Ramos;89646;28;mei;Provável;0.6;0.92;0.27;Vitória;0;0;0;0;0;0;1;0;3;0;0;0;0;0;0;0;0;0;sim;derrota ;Internacional;1 x 2;Santos ;63.16;fora;ruim
Lucas Fernandes;90899;28;ata;Provável;-2.0;7.13;3.17;Vitória;2;0;0;2;0;0;0;1;0;0;0;0;0;0;0;0;0;0;sim;derrota ;Internacional;1 x 2;Santos ;63.16;fora;bom
Ronaldo de Oliveira Strada;91101;28;gol;Provável;-6.9;4.23;4.29;Vitória;0;0;0;0;0;0;0;1;3;0;0;0;0;2;0;0;0;0;sim;derrota ;Internacional;1 x 2;Santos ;63.16;fora;ruim
Aderllan Leandro de Jesus Santos;93296;28;zag;Provável;0.0;3.26;3.07;Vitória;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;nao;derrota ;Internacional;1 x 2;Santos ;63.16;fora;ruim
Walter Bou;95853;28;ata;Provável;0.0;4.14;0.85;Vitória;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;nao;derrota ;Internacional;1 x 2;Santos ;63.16;fora;ruim
Erick de Arruda Serafim;97810;28;ata;Provável;0.0;6.29;3.9;Vitória;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;nao;derrota ;Internacional;1 x 2;Santos ;63.16;fora;ruim
Leonardo Silva Gomes;101585;28;mei;Provável;-3.6;0.78;0.33;Vitória;3;0;0;1;0;0;0;1;2;0;0;0;0;0;0;0;0;0;sim;derrota ;Internacional;1 x 2;Santos ;63.16;fora;ruim
