atletas.nome;atletas.atleta_id;atletas.rodada_id;atletas.posicao_id;atletas.status_id;pontos.rodada.ant;atletas.preco_num;atletas.media_num;atletas.clube.id.full.name;FC;FD;FF;FS;G;I;RB;CA;PE;A;SG;DD;FT;GS;CV;GC;PP;DP;jogou.partida.ant;vitoria.ou.derrota.ant;confronto.ant;resultado.partida;confronto.atual;pontuacao_rodada_anterior_ADV;sede.rodada.atual;classificacao
Igor Matheus Liziero Pereira;100761;29;lat;Provável;0.0;8.2;3.96;São Paulo;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;nao;derrota ;Palmeiras ;0 x 2;Internacional ;36.33;fora;exelente
Leandro Castan da Silva;38505;29;zag;Provável;0.0;5.92;0.08;Vasco;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;nao;empate ;Botafogo ;1 x 1;Cruzeiro ;55.2;casa;ruim
Fabricio dos Santos Silva;49674;29;lat;Provável;1.1;4.72;2.25;Vasco;1;0;1;1;0;0;2;0;9;0;0;0;0;0;0;0;0;0;sim;empate ;Botafogo ;1 x 1;Cruzeiro ;55.2;casa;bom
Werley Ananias da Silva;62974;29;zag;Provável;0.0;5.32;2.14;Vasco;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;nao;empate ;Botafogo ;1 x 1;Cruzeiro ;55.2;casa;ruim
Maximiliano Gastón López;68800;29;ata;Provável;7.4;9.57;4.56;Vasco;0;0;0;0;1;0;0;0;2;0;0;0;0;0;0;0;0;0;sim;empate ;Botafogo ;1 x 1;Cruzeiro ;55.2;casa;bom
Rafael Galhardo de Souza;68821;29;lat;Provável;0.0;2.59;0.71;Vasco;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;nao;empate ;Botafogo ;1 x 1;Cruzeiro ;55.2;casa;ruim
Ramon de Morais Motta;68896;29;lat;Provável;-0.9;9.04;3.01;Vasco;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;sim;empate ;Botafogo ;1 x 1;Cruzeiro ;55.2;casa;exelente
Martín Andrés Silva Leites;69249;29;gol;Provável;0.0;6.8;1.34;Vasco;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;nao;empate ;Botafogo ;1 x 1;Cruzeiro ;55.2;casa;ruim
Glaybson Yago Souza Lisboa;80196;29;lat;Provável;3.7;19.36;7.48;Vasco;1;0;0;3;0;0;3;0;6;0;0;0;0;0;0;0;0;0;sim;empate ;Botafogo ;1 x 1;Cruzeiro ;55.2;casa;exelente
Andrés Lorenzo Ríos;81684;29;ata;Dúvida;5.1;7.53;2.98;Vasco;2;0;0;2;0;0;4;0;3;0;0;0;0;0;0;0;0;0;sim;empate ;Botafogo ;1 x 1;Cruzeiro ;55.2;casa;ruim
Alberto Valentim do Carmo Neto;84863;29;tec;Provável;2.83;9.85;3.67;Vasco;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;sim;empate ;Botafogo ;1 x 1;Cruzeiro ;55.2;casa;bom
Bruno Cosendey Lobo Pinto;99615;29;mei;Provável;-0.3;3.55;1.76;Vasco;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;sim;empate ;Botafogo ;1 x 1;Cruzeiro ;55.2;casa;ruim
Bruno de Andrade Ritter;103490;29;mei;Dúvida;0.0;1.99;1.5;Vasco;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;nao;empate ;Botafogo ;1 x 1;Cruzeiro ;55.2;casa;ruim
Paulo César Carpegiani;39355;29;tec;Provável;2.01;9.01;3.22;Vitória;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;sim;derrota ;Santos ;0 x 1;Chapecoense ;66.76;fora;bom
Willian Roberto Farias;63058;29;mei;Provável;1.9;4.25;2.46;Vitória;1;0;0;3;0;0;1;0;2;0;0;0;0;0;0;0;0;0;sim;derrota ;Santos ;0 x 1;Chapecoense ;66.76;fora;ruim
Fabiano da Silva Souza;79244;29;lat;Provável;3.1;6.7;4.0;Vitória;3;0;0;0;0;0;5;1;3;0;0;0;0;0;0;0;0;0;sim;derrota ;Santos ;0 x 1;Chapecoense ;66.76;fora;bom
Jeferson de Araújo de Carvalho;84917;29;lat;Provável;2.8;6.3;2.83;Vitória;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;sim;derrota ;Santos ;0 x 1;Chapecoense ;66.76;fora;bom
José Rodrigo Andrade Ramos;89646;29;mei;Provável;0.9;1.09;0.36;Vitória;1;0;2;2;0;0;0;0;4;0;0;0;0;0;0;0;0;0;sim;derrota ;Santos ;0 x 1;Chapecoense ;66.76;fora;ruim
Lucas Fernandes;90899;29;ata;Provável;9.9;8.13;3.68;Vitória;0;1;2;7;0;0;3;0;3;0;0;0;0;0;0;0;0;0;sim;derrota ;Santos ;0 x 1;Chapecoense ;66.76;fora;exelente
Ronaldo de Oliveira Strada;91101;29;gol;Provável;-2.0;5.96;4.55;Vitória;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;sim;derrota ;Santos ;0 x 1;Chapecoense ;66.76;fora;bom
Bruno Bispo dos Anjos;91359;29;zag;Provável;0.0;4.84;4.6;Vitória;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;nao;derrota ;Santos ;0 x 1;Chapecoense ;66.76;fora;ruim
Aderllan Leandro de Jesus Santos;93296;29;zag;Provável;0.0;3.82;3.14;Vitória;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;nao;derrota ;Santos ;0 x 1;Chapecoense ;66.76;fora;ruim
Walter Bou;95853;29;ata;Provável;0.0;4.43;1.13;Vitória;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;nao;derrota ;Santos ;0 x 1;Chapecoense ;66.76;fora;ruim
Erick de Arruda Serafim;97810;29;ata;Provável;4.4;8.4;4.93;Vitória;0;1;1;3;0;0;2;0;7;0;0;0;0;0;0;0;0;0;sim;derrota ;Santos ;0 x 1;Chapecoense ;66.76;fora;exelente
Leonardo Silva Gomes;101585;29;mei;Provável;0.0;0.77;0.15;Vitória;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;nao;derrota ;Santos ;0 x 1;Chapecoense ;66.76;fora;ruim
